competitionDate,discipline,Hour
2/8/2021,Volleyball,10
2/8/2021,Volleyball,11
2/8/2021,Volleyball,12
2/8/2021,Volleyball,13
2/8/2021,Volleyball,14
2/8/2021,Volleyball,15
2/8/2021,Volleyball,16
2/8/2021,Volleyball,17
2/8/2021,Volleyball,18
2/8/2021,Volleyball,19
2/8/2021,Volleyball,20
2/8/2021,Volleyball,21
2/8/2021,Volleyball,22
2/8/2021,Volleyball,23
3/8/2021,Volleyball,9
3/8/2021,Volleyball,10
3/8/2021,Volleyball,13
3/8/2021,Volleyball,14
3/8/2021,Volleyball,17
3/8/2021,Volleyball,18
3/8/2021,Volleyball,19
3/8/2021,Volleyball,21
3/8/2021,Volleyball,22
3/8/2021,Volleyball,23
4/8/2021,Volleyball,9
4/8/2021,Volleyball,10
4/8/2021,Volleyball,11
4/8/2021,Volleyball,13
4/8/2021,Volleyball,14
4/8/2021,Volleyball,17
4/8/2021,Volleyball,18
4/8/2021,Volleyball,21
4/8/2021,Volleyball,22
4/8/2021,Volleyball,23
5/8/2021,Volleyball,13
5/8/2021,Volleyball,14
5/8/2021,Volleyball,15
5/8/2021,Volleyball,21
5/8/2021,Volleyball,22
6/8/2021,Volleyball,13
6/8/2021,Volleyball,14
6/8/2021,Volleyball,21
6/8/2021,Volleyball,22
7/8/2021,Volleyball,13
7/8/2021,Volleyball,14
7/8/2021,Volleyball,15
7/8/2021,Volleyball,21
7/8/2021,Volleyball,22
7/8/2021,Volleyball,23
8/8/2021,Volleyball,9
8/8/2021,Volleyball,10
8/8/2021,Volleyball,13
8/8/2021,Volleyball,14
24/7/2021,Water Polo,14
24/7/2021,Water Polo,15
24/7/2021,Water Polo,16
24/7/2021,Water Polo,18
24/7/2021,Water Polo,19
24/7/2021,Water Polo,20
25/7/2021,Water Polo,10
25/7/2021,Water Polo,11
25/7/2021,Water Polo,12
25/7/2021,Water Polo,14
25/7/2021,Water Polo,15
25/7/2021,Water Polo,16
25/7/2021,Water Polo,18
25/7/2021,Water Polo,19
25/7/2021,Water Polo,20
26/7/2021,Water Polo,14
26/7/2021,Water Polo,15
26/7/2021,Water Polo,16
26/7/2021,Water Polo,18
26/7/2021,Water Polo,19
26/7/2021,Water Polo,20
27/7/2021,Water Polo,10
27/7/2021,Water Polo,11
27/7/2021,Water Polo,12
27/7/2021,Water Polo,14
27/7/2021,Water Polo,15
27/7/2021,Water Polo,16
27/7/2021,Water Polo,18
27/7/2021,Water Polo,19
27/7/2021,Water Polo,20
28/7/2021,Water Polo,14
28/7/2021,Water Polo,15
28/7/2021,Water Polo,16
28/7/2021,Water Polo,18
28/7/2021,Water Polo,19
28/7/2021,Water Polo,20
29/7/2021,Water Polo,10
29/7/2021,Water Polo,11
29/7/2021,Water Polo,12
29/7/2021,Water Polo,14
29/7/2021,Water Polo,15
29/7/2021,Water Polo,16
29/7/2021,Water Polo,18
29/7/2021,Water Polo,19
29/7/2021,Water Polo,20
30/7/2021,Water Polo,14
30/7/2021,Water Polo,15
30/7/2021,Water Polo,16
30/7/2021,Water Polo,18
30/7/2021,Water Polo,19
30/7/2021,Water Polo,20
31/7/2021,Water Polo,10
31/7/2021,Water Polo,11
31/7/2021,Water Polo,12
31/7/2021,Water Polo,14
31/7/2021,Water Polo,15
31/7/2021,Water Polo,16
31/7/2021,Water Polo,18
31/7/2021,Water Polo,19
31/7/2021,Water Polo,20
1/8/2021,Water Polo,14
1/8/2021,Water Polo,15
1/8/2021,Water Polo,16
1/8/2021,Water Polo,18
1/8/2021,Water Polo,19
1/8/2021,Water Polo,20
2/8/2021,Water Polo,10
2/8/2021,Water Polo,11
2/8/2021,Water Polo,12
2/8/2021,Water Polo,14
2/8/2021,Water Polo,15
2/8/2021,Water Polo,16
2/8/2021,Water Polo,18
2/8/2021,Water Polo,19
2/8/2021,Water Polo,20
3/8/2021,Water Polo,14
3/8/2021,Water Polo,15
3/8/2021,Water Polo,16
3/8/2021,Water Polo,18
3/8/2021,Water Polo,19
3/8/2021,Water Polo,20
4/8/2021,Water Polo,14
4/8/2021,Water Polo,15
4/8/2021,Water Polo,16
4/8/2021,Water Polo,18
4/8/2021,Water Polo,19
4/8/2021,Water Polo,20
5/8/2021,Water Polo,14
5/8/2021,Water Polo,15
5/8/2021,Water Polo,16
5/8/2021,Water Polo,18
5/8/2021,Water Polo,19
5/8/2021,Water Polo,20
6/8/2021,Water Polo,14
6/8/2021,Water Polo,15
6/8/2021,Water Polo,16
6/8/2021,Water Polo,18
6/8/2021,Water Polo,19
6/8/2021,Water Polo,20
7/8/2021,Water Polo,9
7/8/2021,Water Polo,10
7/8/2021,Water Polo,1
7/8/2021,Water Polo,13
7/8/2021,Water Polo,14
7/8/2021,Water Polo,16
7/8/2021,Water Polo,17
8/8/2021,Water Polo,9
8/8/2021,Water Polo,10
8/8/2021,Water Polo,11
8/8/2021,Water Polo,12
8/8/2021,Water Polo,13
8/8/2021,Water Polo,14
8/8/2021,Water Polo,16
8/8/2021,Water Polo,17
24/7/2021,Weightlifting,9
24/7/2021,Weightlifting,10
24/7/2021,Weightlifting,11
24/7/2021,Weightlifting,13
24/7/2021,Weightlifting,14
24/7/2021,Weightlifting,15
25/7/2021,Weightlifting,11
25/7/2021,Weightlifting,12
25/7/2021,Weightlifting,13
25/7/2021,Weightlifting,15
25/7/2021,Weightlifting,16
25/7/2021,Weightlifting,17
25/7/2021,Weightlifting,19
25/7/2021,Weightlifting,20
25/7/2021,Weightlifting,21
26/7/2021,Weightlifting,13
26/7/2021,Weightlifting,14
26/7/2021,Weightlifting,15
26/7/2021,Weightlifting,19
26/7/2021,Weightlifting,20
26/7/2021,Weightlifting,21
27/7/2021,Weightlifting,11
27/7/2021,Weightlifting,12
27/7/2021,Weightlifting,13
27/7/2021,Weightlifting,15
27/7/2021,Weightlifting,16
27/7/2021,Weightlifting,17
27/7/2021,Weightlifting,19
27/7/2021,Weightlifting,20
27/7/2021,Weightlifting,21
28/7/2021,Weightlifting,13
28/7/2021,Weightlifting,14
28/7/2021,Weightlifting,15
28/7/2021,Weightlifting,19
28/7/2021,Weightlifting,20
28/7/2021,Weightlifting,21
31/7/2021,Weightlifting,11
31/7/2021,Weightlifting,12
31/7/2021,Weightlifting,13
31/7/2021,Weightlifting,15
31/7/2021,Weightlifting,16
31/7/2021,Weightlifting,17
31/7/2021,Weightlifting,19
31/7/2021,Weightlifting,20
31/7/2021,Weightlifting,21
1/8/2021,Weightlifting,13
1/8/2021,Weightlifting,14
1/8/2021,Weightlifting,15
1/8/2021,Weightlifting,19
1/8/2021,Weightlifting,20
1/8/2021,Weightlifting,21
2/8/2021,Weightlifting,11
2/8/2021,Weightlifting,12
2/8/2021,Weightlifting,13
2/8/2021,Weightlifting,15
2/8/2021,Weightlifting,16
2/8/2021,Weightlifting,17
2/8/2021,Weightlifting,19
2/8/2021,Weightlifting,20
2/8/2021,Weightlifting,21
3/8/2021,Weightlifting,13
3/8/2021,Weightlifting,14
3/8/2021,Weightlifting,15
3/8/2021,Weightlifting,19
3/8/2021,Weightlifting,20
3/8/2021,Weightlifting,21
4/8/2021,Weightlifting,13
4/8/2021,Weightlifting,14
4/8/2021,Weightlifting,15
4/8/2021,Weightlifting,19
4/8/2021,Weightlifting,20
4/8/2021,Weightlifting,21
1/8/2021,Wrestling,11
1/8/2021,Wrestling,12
1/8/2021,Wrestling,18
1/8/2021,Wrestling,19
2/8/2021,Wrestling,11
2/8/2021,Wrestling,12
2/8/2021,Wrestling,13
2/8/2021,Wrestling,18
2/8/2021,Wrestling,19
2/8/2021,Wrestling,20
2/8/2021,Wrestling,21
3/8/2021,Wrestling,11
3/8/2021,Wrestling,12
3/8/2021,Wrestling,13
3/8/2021,Wrestling,18
3/8/2021,Wrestling,19
3/8/2021,Wrestling,20
3/8/2021,Wrestling,21
4/8/2021,Wrestling,11
4/8/2021,Wrestling,12
4/8/2021,Wrestling,13
4/8/2021,Wrestling,18
4/8/2021,Wrestling,19
4/8/2021,Wrestling,20
4/8/2021,Wrestling,21
5/8/2021,Wrestling,11
5/8/2021,Wrestling,12
5/8/2021,Wrestling,13
5/8/2021,Wrestling,18
5/8/2021,Wrestling,19
5/8/2021,Wrestling,20
5/8/2021,Wrestling,21
6/8/2021,Wrestling,11
6/8/2021,Wrestling,12
6/8/2021,Wrestling,13
6/8/2021,Wrestling,18
6/8/2021,Wrestling,19
6/8/2021,Wrestling,20
6/8/2021,Wrestling,21
7/8/2021,Wrestling,18
7/8/2021,Wrestling,19
7/8/2021,Wrestling,20
7/8/2021,Wrestling,21
